Open time,Open,Close,Volume,CHG,stocRSI,MACD
2022-09-08,19292.85,19319.77,262813.28273,0.14,59.44,-44.94
2022-09-09,19320.54,21360.11,428919.74652,10.56,100.0,109.13
2022-09-10,21361.62,21648.34,307997.33504,1.34,100.0,225.13
2022-09-11,21647.21,21826.87,280702.55149,0.83,100.0,303.7
2022-09-12,21826.87,22395.74,395395.61828,2.61,98.13,378.89
2022-09-13,22395.44,20173.57,431915.03333,-9.92,62.91,269.04
2022-09-14,20173.62,20226.71,340826.40151,0.26,60.21,193.57
2022-09-15,20227.17,19701.88,333069.76076,-2.6,51.31,106.27
2022-09-16,19701.88,19803.3,283791.07064,0.51,55.34,55.86
2022-09-17,19803.3,20113.62,179350.24338,1.57,61.52,44.42
2022-09-18,20112.61,19416.18,254217.46904,-3.46,49.7,-6.42
2022-09-19,19417.45,19537.02,380512.40306,0.62,54.0,-27.04
2022-09-20,19537.02,18875.0,324098.3286,-3.39,53.1,-77.54
2022-09-21,18874.31,18461.36,385034.10021,-2.19,38.33,-128.1
2022-09-22,18461.36,19401.63,379321.72111,5.09,23.69,-89.35
2022-09-23,19401.63,19289.91,385886.91829,-0.58,0.0,-63.58
2022-09-24,19288.57,18920.5,239496.56746,-1.91,0.0,-63.6
2022-09-25,18921.99,18807.38,191191.4492,-0.61,0.0,-63.28
2022-09-26,18809.13,19227.82,439239.21943,2.23,0.0,-28.57
2022-09-27,19226.68,19079.13,593260.74161,-0.77,47.45,-10.39
2022-09-28,19078.1,19412.82,521385.45547,1.75,60.9,27.3
2022-09-29,19412.82,19591.51,406424.93256,0.92,88.24,65.28
2022-09-30,19590.54,19422.61,444322.9534,-0.86,77.09,79.12
2022-10-01,19422.61,19310.95,165625.13959,-0.57,61.27,80.58
2022-10-02,19312.24,19056.8,206812.47032,-1.32,79.77,64.92
2022-10-03,19057.74,19629.08,293585.75212,3.0,100.0,91.96
2022-10-04,19629.08,20337.82,327012.00127,3.61,100.0,152.82
2022-10-05,20337.82,20158.26,312239.75224,-0.88,100.0,174.67
2022-10-06,20158.26,19960.67,320122.1702,-0.98,72.63,169.37
2022-10-07,19960.67,19530.09,220874.83913,-2.16,61.96,132.07
2022-10-08,19530.09,19417.96,102480.09842,-0.57,70.44,96.69
2022-10-09,19416.52,19439.02,113900.82681,0.12,75.09,72.66
2022-10-10,19439.96,19131.87,212509.09849,-1.58,32.97,35.88
2022-10-11,19131.87,19060.0,243473.84286,-0.38,30.31,7.97
2022-10-12,19060.0,19155.53,213826.26731,0.5,17.2,-2.24
2022-10-13,19155.1,19375.13,399756.68337,1.15,19.58,7.09
2022-10-14,19375.58,19176.93,351634.32601,-1.03,18.1,1.5
2022-10-15,19176.93,19069.39,113847.64232,-0.56,2.92,-7.36
2022-10-16,19068.4,19262.98,131894.61885,1.02,30.63,1.42
2022-10-17,19262.98,19549.86,222813.87634,1.49,11.31,26.76
2022-10-18,19548.48,19327.44,260313.07848,-1.13,0.0,28.57
2022-10-19,19327.44,19123.97,186137.29538,-1.05,0.0,16.7
2022-10-20,19123.35,19041.92,223530.13068,-0.43,5.02,4.57
2022-10-21,19041.92,19164.37,269310.75769,0.64,40.69,5.97
2022-10-22,19164.37,19204.35,110403.90837,0.21,52.39,10.49
2022-10-23,19204.29,19570.4,167057.20184,1.91,98.18,37.52
2022-10-24,19570.4,19329.72,256168.14467,-1.23,100.0,38.43
2022-10-25,19330.6,20080.07,326370.67061,3.88,100.0,86.08
2022-10-26,20079.02,20771.59,380492.69576,3.45,100.0,156.58
2022-10-27,20771.61,20295.11,328643.57791,-2.29,75.31,162.81
2022-10-28,20295.11,20591.84,287039.94569,1.46,89.4,177.4
2022-10-29,20591.84,20809.67,254881.77755,1.06,97.74,191.03
2022-10-30,20809.68,20627.48,192795.60886,-0.88,86.93,177.38
2022-10-31,20627.48,20490.74,303567.61628,-0.66,75.62,149.84
2022-11-01,20490.74,20483.62,279932.43771,-0.03,84.09,122.97
2022-11-02,20482.81,20151.84,373716.27299,-1.62,78.19,76.93
2022-11-03,20151.84,20207.82,319185.1544,0.28,77.19,45.85
2022-11-04,20207.12,21148.52,453694.39165,4.66,97.23,82.15
2022-11-05,21148.52,21299.37,245621.98525,0.71,99.62,108.17
2022-11-06,21299.37,20905.58,230036.97217,-1.85,54.73,91.38
2022-11-07,20905.58,20591.13,386977.60337,-1.5,11.81,53.5
2022-11-08,20590.67,18547.23,760705.362783,-9.92,0.0,-106.1
2022-11-09,18545.38,15922.81,731926.929729,-14.14,0.0,-370.45
2022-11-10,15922.68,17601.15,608448.36432,10.54,29.83,-411.14
2022-11-11,17602.45,17070.31,393552.86492,-3.02,22.11,-449.58
